Arrival rate1D,Finish rate1D,Num of unique resource1D,Process active time1D,Service time per case1D,Time in process per case1D,Waiting time in process per case1D,Num in process case1D
117,117,2,101.0333333333334,0.4450142450142449,0.863532763532764,0.418518518518519,0
108,108,2,91.40000000000002,0.4084158415841585,0.9049504950495052,0.4965346534653467,0
159,159,2,143.06666666666672,0.4088050314465405,0.8997903563941303,0.4909853249475898,0
169,169,2,169.4,0.3939842209072977,1.0023668639053254,0.6083826429980277,0
203,203,2,202.75000000000009,0.3574829931972793,1.0344387755102045,0.6769557823129252,0
83,83,2,80.09999999999997,0.4580321285140562,0.965060240963855,0.5070281124497988,0
84,84,2,65.23333333333335,0.5259920634920638,0.7765873015873017,0.2505952380952378,0
105,105,2,94.31666666666668,0.4823809523809526,0.8982539682539685,0.4158730158730159,0
116,116,2,119.06666666666672,0.4607758620689653,1.026436781609196,0.5656609195402307,0
94,94,2,87.66666666666666,0.4556737588652486,0.9326241134751772,0.4769503546099285,0
116,116,2,113.30000000000008,0.4489942528735633,0.9767241379310352,0.5277298850574716,0
84,84,2,68.95000000000002,0.5476190476190476,0.8208333333333335,0.2732142857142859,0
105,105,2,96.05000000000004,0.4792063492063494,0.9147619047619052,0.4355555555555557,0
116,116,2,119.11666666666676,0.4689655172413794,1.0268678160919549,0.5579022988505753,0
94,94,2,80.53333333333332,0.4904255319148937,0.8567375886524821,0.3663120567375884,0
116,116,2,120.18333333333337,0.4558908045977011,1.036063218390805,0.5801724137931039,0
94,94,2,80.35,0.4898936170212766,0.8547872340425531,0.3648936170212764,0
147,147,2,139.2666666666666,0.4293378995433791,0.9538812785388124,0.5245433789954332,0
117,117,2,107.46666666666668,0.4085470085470088,0.9185185185185184,0.5099715099715096,0
117,117,2,102.75,0.4158119658119661,0.8782051282051281,0.4623931623931619,0
117,117,2,104.81666666666668,0.4138176638176641,0.895868945868946,0.4820512820512819,0
117,117,2,103.93333333333337,0.3821937321937327,0.8883190883190885,0.5061253561253558,0
117,117,2,116.80000000000004,0.4158119658119662,0.9982905982905986,0.5824786324786324,0
117,117,2,104.55,0.3925925925925929,0.8935897435897435,0.5009971509971506,0
117,117,2,103.36666666666667,0.3981481481481486,0.8834757834757837,0.4853276353276351,0
117,117,2,113.36666666666667,0.4239316239316241,0.968945868945869,0.5450142450142449,0
117,117,2,115.85000000000008,0.4307692307692308,0.9901709401709408,0.5594017094017101,0
117,117,2,100.90000000000002,0.4136752136752138,0.8623931623931625,0.4487179487179487,0
117,117,2,102.65,0.386609686609687,0.8773504273504275,0.4907407407407405,0
117,117,2,100.78333333333336,0.3786324786324788,0.8613960113960116,0.4827635327635328,0
117,117,2,108.75,0.3975783475783477,0.9294871794871796,0.5319088319088318,0
117,117,2,112.04999999999998,0.4105413105413109,0.9576923076923076,0.5471509971509966,0
117,117,2,109.94999999999996,0.4089743589743592,0.9397435897435896,0.5307692307692302,0
117,117,2,104.33333333333331,0.4081196581196585,0.8917378917378915,0.483618233618233,0
117,117,2,111.40000000000003,0.3984330484330487,0.9521367521367524,0.5537037037037037,0
117,117,2,108.70000000000002,0.4263532763532764,0.9290598290598292,0.5027065527065528,0
117,117,2,115.15000000000002,0.418803418803419,0.9841880341880344,0.5653846153846154,0
117,117,2,99.95000000000002,0.400712250712251,0.8542735042735045,0.4535612535612535,0
117,117,2,99.88333333333334,0.4058404558404558,0.8537037037037037,0.4478632478632479,0
117,117,2,107.43333333333332,0.4163817663817667,0.9182336182336182,0.5018518518518514,0
117,117,2,107.38333333333335,0.4266381766381768,0.917806267806268,0.4911680911680911,0
117,117,2,102.76666666666664,0.4202279202279204,0.8783475783475782,0.4581196581196577,0
117,117,2,103.98333333333336,0.4059829059829062,0.8887464387464389,0.4827635327635326,0
117,117,2,108.06666666666666,0.4145299145299148,0.9236467236467236,0.5091168091168088,0
117,117,2,111.63333333333335,0.4290598290598294,0.9541310541310544,0.5250712250712248,0
117,117,2,113.2833333333334,0.4380341880341881,0.9682336182336188,0.5301994301994306,0
117,117,2,106.76666666666672,0.4495689655172415,0.9204022988505752,0.4708333333333335,0
118,118,2,112.13333333333335,0.3981638418079099,0.9502824858757064,0.5521186440677965,0
137,137,2,137.51666666666668,0.454257907542579,1.0037712895377129,0.5495133819951339,0
83,83,2,77.14999999999999,0.4606425702811247,0.9295180722891564,0.4688755020080317,0
94,94,2,84.03333333333332,0.4826241134751773,0.8939716312056736,0.4113475177304962,0
147,147,2,141.05000000000007,0.4382420091324202,0.9660958904109592,0.5278538812785392,0
69,69,2,43.8833333333333,0.3463768115942031,0.6359903381642508,0.2896135265700477,0
