Arrival rate1W,Finish rate1W,Num of unique resource1W,Process active time1W,Service time per case1W,Time in process per case1W,Waiting time in process per case1W,Num in process case1W
697,697,1,653.1000000000008,0.12319787131107887,0.9478955007256906,0.8246976294146118,0
615,615,1,563.6666666666661,0.12687296416938115,0.9180238870792606,0.7911509229098794,0
585,585,1,527.0333333333328,0.11638176638176655,0.9009116809116801,0.7845299145299135,0
585,585,1,542.9499999999996,0.12025641025641035,0.9281196581196575,0.8078632478632471,0
585,585,1,532.7999999999997,0.12011396011396021,0.9107692307692303,0.7906552706552701,0
364,364,1,326.8,0.1248168498168499,0.8978021978021978,0.7729853479853479,0
