General_Arrival rate1D,General_Finish rate1D,General_Num of unique resource1D,General_Process active time1D,General_Service time per case1D,General_Time in process per case1D,General_Waiting time in process per case1D,General_Num in process case1D,General_Num of unique activitis1D
147,147,2,139.2666666666666,0.42933789954337914,0.9538812785388123,0.5245433789954332,0,8
117,117,2,107.46666666666667,0.40854700854700887,0.9185185185185185,0.5099715099715096,0,8
117,117,2,102.74999999999999,0.4158119658119661,0.8782051282051281,0.46239316239316197,0,8
0,0,0,0.0,0.0,0.0,0.0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,0
117,117,2,104.81666666666669,0.4138176638176641,0.895868945868946,0.48205128205128195,0,8
117,117,2,103.93333333333335,0.3821937321937327,0.8883190883190885,0.5061253561253558,0,8
117,117,2,116.80000000000004,0.4158119658119662,0.9982905982905986,0.5824786324786324,0,8
117,117,2,104.55,0.39259259259259294,0.8935897435897435,0.5009971509971506,0,8
117,117,2,103.36666666666669,0.3981481481481486,0.8834757834757837,0.4853276353276351,0,8
0,0,0,0.0,0.0,0.0,0.0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,0
117,117,2,113.36666666666667,0.4239316239316241,0.968945868945869,0.5450142450142449,0,8
117,117,2,115.85000000000008,0.4307692307692308,0.9901709401709409,0.5594017094017101,0,8
117,117,2,100.90000000000002,0.41367521367521387,0.8623931623931625,0.4487179487179487,0,8
117,117,2,102.65,0.386609686609687,0.8773504273504275,0.4907407407407405,0,8
117,117,2,100.78333333333336,0.3786324786324788,0.8613960113960116,0.48276353276353284,0,8
0,0,0,0.0,0.0,0.0,0.0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,0
117,117,2,108.75,0.39757834757834776,0.9294871794871795,0.5319088319088318,0,8
117,117,2,112.04999999999998,0.41054131054131093,0.9576923076923075,0.5471509971509966,0,8
117,117,2,109.94999999999997,0.40897435897435924,0.9397435897435895,0.5307692307692302,0,8
117,117,2,104.33333333333331,0.40811965811965856,0.8917378917378915,0.483618233618233,0,8
117,117,2,111.40000000000003,0.3984330484330487,0.9521367521367524,0.5537037037037037,0,8
0,0,0,0.0,0.0,0.0,0.0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,0
117,117,2,108.70000000000002,0.4263532763532764,0.9290598290598292,0.5027065527065528,0,8
117,117,2,115.15000000000002,0.41880341880341904,0.9841880341880344,0.5653846153846154,0,8
117,117,2,99.95000000000002,0.400712250712251,0.8542735042735045,0.4535612535612535,0,8
117,117,2,99.88333333333334,0.40584045584045586,0.8537037037037037,0.4478632478632479,0,8
117,117,2,107.43333333333332,0.4163817663817667,0.9182336182336182,0.5018518518518514,0,8
0,0,0,0.0,0.0,0.0,0.0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,0
117,117,2,107.38333333333335,0.4266381766381768,0.917806267806268,0.4911680911680911,0,8
117,117,2,102.76666666666664,0.4202279202279204,0.8783475783475782,0.45811965811965777,0,8
117,117,2,103.98333333333335,0.40598290598290626,0.8887464387464389,0.4827635327635326,0,8
117,117,2,108.06666666666666,0.41452991452991483,0.9236467236467236,0.5091168091168088,0,8
117,117,2,111.63333333333335,0.4290598290598294,0.9541310541310543,0.5250712250712248,0,8
0,0,0,0.0,0.0,0.0,0.0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,0
117,117,2,113.28333333333339,0.43803418803418814,0.9682336182336188,0.5301994301994306,0,8
117,117,2,106.76666666666671,0.44956896551724157,0.9204022988505751,0.47083333333333355,0,8
118,118,2,112.13333333333335,0.3981638418079099,0.9502824858757064,0.5521186440677965,0,8
137,137,2,137.51666666666668,0.454257907542579,1.0037712895377129,0.5495133819951339,0,8
83,83,2,77.14999999999999,0.46064257028112476,0.9295180722891565,0.46887550200803174,0,8
0,0,0,0.0,0.0,0.0,0.0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,0
94,94,2,84.03333333333332,0.48262411347517736,0.8939716312056736,0.4113475177304962,0,8
147,147,2,141.05000000000007,0.4382420091324202,0.9660958904109593,0.5278538812785392,0,8
69,69,2,43.883333333333304,0.3463768115942031,0.6359903381642508,0.2896135265700477,0,8
