act_AcceptDriverReq_avg_arrival,act_AcceptDriverReq_avg_duration,act_AcceptDriverReq_whole_duration,act_AcceptDriverReq_avgwaiting_time,act_AcceptDriverReq_wholewaiting_time,act_AcceptDriverReq_waiting_events,act_AcceptDriverReq_finished_events,act_AcceptDriverReq_idle_time,act_AcceptDriverReq_inprocess_events,act_AcceptDriverReq_unique_resources,act_AcceptDriverReq_engaged_resources
41,0.34,13.95,0.0,0.0,0,41,23.88111111111111,0,1,41
61,0.33444444444444443,20.416666666666668,0.0,0.0,0,61,23.814444444444444,0,1,61
50,0.3283333333333333,16.416666666666668,0.0,0.0,0,50,23.865277777777777,0,1,50
59,0.33805555555555555,19.95,0.0,0.0,0,59,23.814722222222223,0,1,59
44,0.36277777777777775,15.966666666666667,0.0,0.0,0,44,23.82,0,1,44
37,0.35805555555555557,13.25,0.0,0.0,0,37,23.89666666666667,0,1,37
55,0.3541666666666667,19.483333333333334,0.0,0.0,0,55,23.808333333333334,0,1,55
58,0.3358333333333333,19.483333333333334,0.0,0.0,0,58,23.8025,0,1,58
68,0.3244444444444444,22.066666666666666,0.0,0.0,0,68,23.820555555555554,0,1,68
28,0.3672222222222222,10.283333333333333,0.0,0.0,0,28,23.808611111111112,0,1,28
32,0.39111111111111113,12.516666666666667,0.0,0.0,0,32,23.925555555555555,0,1,32
43,0.36083333333333334,15.516666666666667,0.0,0.0,0,43,23.84861111111111,0,1,43
45,0.3502777777777778,15.766666666666667,0.0,0.0,0,45,23.856666666666666,0,1,45
27,0.39916666666666667,10.783333333333333,0.0,0.0,0,27,23.962777777777777,0,1,27
46,0.34194444444444444,15.733333333333333,0.0,0.0,0,46,23.837777777777777,0,1,46
37,0.3836111111111111,14.2,0.0,0.0,0,37,23.888333333333332,0,1,37
44,0.35,15.4,0.0,0.0,0,44,23.851111111111113,0,1,44
53,0.33416666666666667,17.716666666666665,0.0,0.0,0,53,23.840555555555557,0,1,53
39,0.35638888888888887,13.9,0.0,0.0,0,39,23.903333333333332,0,1,39
47,0.33944444444444444,15.966666666666667,0.0,0.0,0,47,23.835277777777776,0,1,47
36,0.36972222222222223,13.316666666666666,0.0,0.0,0,36,23.910833333333333,0,1,36
56,0.33666666666666667,18.866666666666667,0.0,0.0,0,56,23.824444444444445,0,1,56
40,0.3427777777777778,13.716666666666667,0.0,0.0,0,40,23.85638888888889,0,1,40
43,0.3516666666666667,15.133333333333333,0.0,0.0,0,43,23.85972222222222,0,1,43
42,0.35138888888888886,14.766666666666667,0.0,0.0,0,42,23.86722222222222,0,1,42
30,0.37833333333333335,11.35,0.0,0.0,0,30,23.89638888888889,0,1,30
36,0.3625,13.05,0.0,0.0,0,36,23.829444444444444,0,1,36
35,0.355,12.433333333333334,0.0,0.0,0,35,23.873333333333335,0,1,35
35,0.36138888888888887,12.65,0.0,0.0,0,35,23.871944444444445,0,1,35
44,0.3402777777777778,14.983333333333333,0.0,0.0,0,44,23.818055555555556,0,1,44
44,0.3536111111111111,15.566666666666666,0.0,0.0,0,44,23.854444444444443,0,1,44
45,0.34555555555555556,15.55,0.0,0.0,0,45,23.858333333333334,0,1,45
32,0.37694444444444447,12.066666666666666,0.0,0.0,0,32,23.879444444444445,0,1,32
33,0.3472222222222222,11.466666666666667,0.0,0.0,0,33,23.870277777777776,0,1,33
32,0.37694444444444447,12.066666666666666,0.0,0.0,0,32,23.875555555555554,0,1,32
39,0.3511111111111111,13.7,0.0,0.0,0,39,23.86,0,1,39
37,0.35833333333333334,13.266666666666667,0.0,0.0,0,37,23.864166666666666,0,1,37
37,0.3688888888888889,13.65,0.0,0.0,0,37,23.851666666666667,0,1,37
34,0.3725,12.666666666666666,0.0,0.0,0,34,23.871111111111112,0,1,34
50,0.3338888888888889,16.7,0.0,0.0,0,50,23.82888888888889,0,1,50
40,0.35583333333333333,14.233333333333333,0.0,0.0,0,40,23.846944444444443,0,1,40
38,0.3511111111111111,13.35,0.0,0.0,0,38,23.864166666666666,0,1,38
40,0.3458333333333333,13.833333333333334,0.0,0.0,0,40,23.854166666666668,0,1,40
40,0.35444444444444445,14.183333333333334,0.0,0.0,0,40,23.848055555555554,0,1,40
47,0.3427777777777778,16.116666666666667,0.0,0.0,0,47,23.829166666666666,0,1,47
44,0.3502777777777778,15.416666666666666,0.0,0.0,0,44,23.858333333333334,0,1,44
37,0.3647222222222222,13.5,0.0,0.0,0,37,23.884722222222223,0,1,37
40,0.35777777777777775,14.316666666666666,0.0,0.0,0,40,23.868333333333332,0,1,40
46,0.3416666666666667,15.716666666666667,0.0,0.0,0,46,23.83388888888889,0,1,46
52,0.33694444444444444,17.533333333333335,0.0,0.0,0,52,23.819166666666668,0,1,52
43,0.365,15.7,0.0,0.0,0,43,23.84777777777778,0,1,43
32,0.38416666666666666,12.3,0.0,0.0,0,32,23.871944444444445,0,1,32
56,0.3436111111111111,19.25,0.0,0.0,0,56,23.81888888888889,0,1,56
29,0.37222222222222223,10.8,0.0,0.0,0,29,23.95111111111111,0,1,29
36,0.3591666666666667,12.933333333333334,0.0,0.0,0,36,23.916666666666668,0,1,36
