Arrival rate1W,Finish rate1W,Num of unique resource1W,Process active time1W,Service time per case1W,Time in process per case1W,Waiting time in process per case1W,Num in process case1W
343,343,3,117.2999999999998,0.34198250728862917,0.34198250728862917,0.0,0
296,296,3,102.71666666666648,0.34701576576576515,0.34701576576576515,0.0,0
299,299,3,101.46666666666651,0.33935340022296495,0.33935340022296495,0.0,0
291,291,3,100.74999999999989,0.34621993127147727,0.34621993127147727,0.0,0
296,296,3,101.14999999999985,0.34172297297297244,0.34172297297297244,0.0,0
174,174,3,61.06666666666673,0.3509578544061306,0.3509578544061306,0.0,0
